,frame,k_cluster,outliers,silh_coef,clusters_label,quantidades,,small_clst,intermediate_clst,large_clst,small_mic,micelles
194,194,4,0,0.33130577931445865,[0 1 2 3],[19  8 18  9],"38,8",0,1,1,1,0
195,195,3,0,0.3805506502009625,[0 1 2],[19 18 17],39,0,0,0,2,0
196,196,5,0,0.2760320085273168,[0 1 2 3 4],[10  7  8 18 11],"39,2",0,2,1,1,0
197,197,4,0,0.3463446972209486,[0 1 2 3],[19  7 11 17],"39,4",0,1,1,1,0
198,198,4,0,0.4014923934952332,[0 1 2 3],[10 18 17  9],"39,6",0,0,1,2,0
199,199,5,0,0.26092856025101085,[0 1 2 3 4],[10  8 10 17  9],"39,8",0,1,2,1,0
200,200,5,0,0.2105884341316404,[0 1 2 3 4],[ 8 17  8 10 11],40,0,1,2,1,0
201,201,6,0,0.15203289248270466,[0 1 2 3 4 5],[ 8 10 10  7 10  9],"40,2",0,1,4,0,0
202,202,5,0,0.15077278449000342,[0 1 2 3 4],[ 8 17 12  9  8],"40,4",0,1,2,1,0
203,203,6,0,0.15797016227826724,[0 1 2 3 4 5],[ 6  8 11 11  8 10],"40,6",0,2,3,0,0
204,204,5,0,0.29630575535828013,[0 1 2 3 4],[ 9 17  8 10 10],"40,8",0,1,2,1,0
205,205,6,0,0.18422484361737118,[0 1 2 3 4 5],[ 8  8  8  9 10 11],41,0,2,3,0,0
206,206,6,0,0.19463713618217196,[0 1 2 3 4 5],[ 8  6  7 10 12 11],"41,2",0,2,3,0,0
207,207,6,0,0.18141248757241396,[0 1 2 3 4 5],[ 7  7  8  9 14  9],"41,4",0,2,3,0,0
208,208,5,0,0.3491997248616202,[0 1 2 3 4],[ 8  8 18  9 11],"41,6",0,1,2,1,0
209,209,5,0,0.3912106308699918,[0 1 2 3 4],[ 7  8 10 17 12],"41,8",0,1,2,1,0
210,210,6,0,0.2383374143282134,[0 1 2 3 4 5],[ 7  8 10  9 10 10],42,0,1,4,0,0
211,211,6,0,0.21840780464457948,[0 1 2 3 4 5],[ 9 10  8  7 10 10],"42,2",0,2,3,0,0
