,frame,k_cluster,outliers,silh_coef,clusters_label,quantidades,,small_clst,intermediate_clst,large_clst,small_mic,micelles
207,207,5,0,0.5502757409511045,[0 1 2 3 4],[13  8 18  4 11],"41,4",1,1,1,1,0
208,208,3,0,0.6401558953563324,[0 1 2],[21 15 18],"41,6",0,0,1,1,0
209,209,3,0,0.6624739072893535,[0 1 2],[18 17 19],"41,8",0,0,0,2,0
210,210,3,0,0.6550616238573276,[0 1 2],[16 18 20],42,0,0,0,2,0
211,211,3,0,0.6749634259080411,[0 1 2],[18 16 20],"42,2",0,0,0,2,0
212,212,3,0,0.6705373795891177,[0 1 2],[18 16 20],"42,4",0,0,0,2,0
213,213,4,0,0.5707464840064692,[0 1 2 3],[18  4 13 19],"42,6",1,0,1,1,0
214,214,4,0,0.5873246594981417,[0 1 2 3],[19 11 18  6],"42,8",0,1,1,1,0
215,215,3,0,0.6705971044677425,[0 1 2],[17 19 18],43,0,0,0,2,0
216,216,4,0,0.53885759710138,[0 1 2 3],[ 6 17 18 13],"43,2",0,0,1,2,0
217,217,3,0,0.6542980931518868,[0 1 2],[19 17 18],"43,4",0,0,0,2,0
218,218,3,0,0.6392332574007358,[0 1 2],[17 18 19],"43,6",0,0,0,2,0
219,219,3,0,0.6648483543367703,[0 1 2],[17 18 19],"43,8",0,0,0,2,0
220,220,3,0,0.6557029942685672,[0 1 2],[19 17 18],44,0,0,0,2,0
221,221,4,0,0.6466454460581639,[0 1 2 3],[ 1 17 18 18],"44,2",0,0,0,3,0
222,222,3,0,0.6561142483733353,[0 1 2],[19 17 18],"44,4",0,0,0,2,0
223,223,4,0,0.5241321827970273,[0 1 2 3],[19  9  9 17],"44,6",0,0,2,1,0
224,224,4,0,0.4724660644419852,[0 1 2 3],[10 18 17  9],"44,8",0,0,1,2,0
225,225,4,0,0.49141466783819643,[0 1 2 3],[ 9 17 18 10],45,0,0,1,2,0
226,226,4,0,0.4653550548552294,[0 1 2 3],[ 9 17 18 10],"45,2",0,0,1,2,0
227,227,3,0,0.6001491817311325,[0 1 2],[17 18 19],"45,4",0,0,0,2,0
228,228,3,0,0.5933730529539191,[0 1 2],[19 17 18],"45,6",0,0,0,2,0
229,229,5,0,0.3407722359060847,[0 1 2 3 4],[18  8 10  9  9],"45,8",0,1,3,0,0
230,230,4,0,0.4773254797149,[0 1 2 3],[17  8 18 11],46,0,1,1,1,0
231,231,4,0,0.46756063452290486,[0 1 2 3],[10 18 17  9],"46,2",0,0,1,2,0
232,232,5,0,0.3871040356315414,[0 1 2 3 4],[17  8 11  7 11],"46,4",0,2,2,0,0
233,233,4,0,0.48827161351555454,[0 1 2 3],[17 10 18  9],"46,6",0,0,2,1,0
234,234,4,0,0.4868069844445884,[0 1 2 3],[19 17  9  9],"46,8",0,0,2,1,0
235,235,3,0,0.6343763118234326,[0 1 2],[17 18 19],47,0,0,0,2,0
236,236,3,0,0.6277119575299414,[0 1 2],[17 18 19],"47,2",0,0,0,2,0
