,frame,k_cluster,outliers,silh_coef,clusters_label,quantidades,small_clst,intermediate_clst,large_clst,small_mic,micelles
228,228,3,0,0.5933730529539191,[0 1 2],[18 19 17],0,0,0,2,0
229,229,3,1,0.5484802829170375,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
230,230,3,2,0.4910683267574644,[-1  0  1  2],[ 2 18 18 16],0,0,0,3,0
231,231,3,0,0.6053447811523769,[0 1 2],[18 19 17],0,0,0,2,0
232,232,3,1,0.3985673492789842,[-1  0  1  2],[ 1 17 19 17],0,0,0,3,0
233,233,3,0,0.6285459677967439,[0 1 2],[18 19 17],0,0,0,2,0
234,234,3,1,0.4044157777508378,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
235,235,3,0,0.6343763118234326,[0 1 2],[18 19 17],0,0,0,2,0
236,236,3,0,0.6277119575299414,[0 1 2],[18 19 17],0,0,0,2,0
237,237,3,0,0.6221750129211642,[0 1 2],[18 19 17],0,0,0,2,0
238,238,4,1,0.37852961663579415,[-1  0  1  2  3],[ 1 12 19 17  5],0,1,1,2,0
239,239,3,0,0.6181677149712127,[0 1 2],[18 19 17],0,0,0,2,0
240,240,3,0,0.6032112119677302,[0 1 2],[18 19 17],0,0,0,2,0
241,241,2,0,0.5188853066057367,[0 1],[37 17],0,0,0,1,0
242,242,3,0,0.6018502895661269,[0 1 2],[18 19 17],0,0,0,2,0
243,243,3,0,0.6213772674622823,[0 1 2],[18 19 17],0,0,0,2,0
244,244,3,0,0.6013223287906592,[0 1 2],[18 19 17],0,0,0,2,0
245,245,3,0,0.5621052077176243,[0 1 2],[18 19 17],0,0,0,2,0
246,246,3,0,0.558536511908312,[0 1 2],[18 19 17],0,0,0,2,0
247,247,4,0,0.3537126464875929,[0 1 2 3],[ 2 16 19 17],0,0,0,3,0
248,248,4,0,0.4822847055191631,[0 1 2 3],[18 19 12  5],0,1,1,1,0
249,249,3,2,0.38474342476274603,[-1  0  1  2],[ 2 16 19 17],0,0,0,3,0
250,250,3,0,0.6048900866776908,[0 1 2],[18 19 17],0,0,0,2,0
251,251,3,0,0.6144509944184021,[0 1 2],[18 19 17],0,0,0,2,0
252,252,4,1,0.2509637598697925,[-1  0  1  2  3],[ 1 18 15 16  4],1,0,1,2,0
253,253,3,0,0.5998326285425771,[0 1 2],[18 19 17],0,0,0,2,0
254,254,5,1,0.36703258891699875,[-1  0  1  2  3  4],[ 1 11 19 14  6  3],1,1,2,1,0
255,255,4,1,0.33001140396860407,[-1  0  1  2  3],[ 1 11 19 16  7],0,1,1,2,0
256,256,3,1,0.5142162661290325,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
257,257,3,0,0.6046936057767349,[0 1 2],[18 19 17],0,0,0,2,0
258,258,3,0,0.6212197162609951,[0 1 2],[18 19 17],0,0,0,2,0
259,259,3,1,0.5626739551089753,[-1  0  1  2],[ 1 17 19 17],0,0,0,3,0
260,260,3,0,0.6443010493951099,[0 1 2],[18 19 17],0,0,0,2,0
261,261,3,0,0.6441311053543228,[0 1 2],[18 19 17],0,0,0,2,0
262,262,3,0,0.6578783882705762,[0 1 2],[18 19 17],0,0,0,2,0
263,263,3,2,0.6600231529652577,[-1  0  1  2],[ 2 18 17 17],0,0,0,3,0
264,264,4,0,0.669582090288016,[0 1 2 3],[18 11 17  8],0,1,1,1,0
265,265,4,0,0.6791858005102563,[0 1 2 3],[18 11 17  8],0,1,1,1,0
266,266,4,0,0.6514154233700936,[0 1 2 3],[18 12  7 17],0,1,1,1,0
267,267,4,1,0.5871471661789007,[-1  0  1  2  3],[ 1 18 15 16  4],1,0,1,2,0
268,268,4,0,0.6618310621426017,[0 1 2 3],[18 11 17  8],0,1,1,1,0
269,269,4,1,0.5568291480934955,[-1  0  1  2  3],[ 1 17 14 17  5],0,1,1,2,0
270,270,4,1,0.5585552386575535,[-1  0  1  2  3],[ 1 17 15 17  4],1,0,1,2,0
271,271,4,0,0.6291966967689661,[0 1 2 3],[18 16 17  3],1,0,0,2,0
272,272,4,0,0.6350667673219768,[0 1 2 3],[18 17 17  2],1,0,0,2,0
273,273,3,1,0.6051025813456087,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
274,274,3,2,0.6258186742946796,[-1  0  1  2],[ 2 18 17 17],0,0,0,3,0
275,275,3,2,0.6178028376187671,[-1  0  1  2],[ 2 18 17 17],0,0,0,3,0
276,276,3,1,0.6020874971524811,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
277,277,4,1,0.5833709826050141,[-1  0  1  2  3],[ 1 18  9 17  9],0,0,2,2,0
278,278,4,0,0.6346472375723867,[0 1 2 3],[18  7 12 17],0,1,1,1,0
279,279,4,1,0.611409607372478,[-1  0  1  2  3],[ 1 18 15  3 17],1,0,1,2,0
280,280,4,0,0.6490021687662841,[0 1 2 3],[18  8 11 17],0,1,1,1,0
281,281,4,0,0.6363929147780714,[0 1 2 3],[18 14  5 17],0,1,1,1,0
282,282,4,0,0.6428112400749226,[0 1 2 3],[18 14  5 17],0,1,1,1,0
283,283,4,0,0.6483779191599665,[0 1 2 3],[18  9 17 10],0,0,2,1,0
284,284,4,0,0.6568874045642338,[0 1 2 3],[18 10 17  9],0,0,2,1,0
285,285,4,0,0.6585211566400285,[0 1 2 3],[18 10 17  9],0,0,2,1,0
286,286,5,1,0.6311215745514566,[-1  0  1  2  3  4],[ 1 18 14 17  2  2],2,0,1,2,0
287,287,4,0,0.6659934783699966,[0 1 2 3],[18 15 17  4],1,0,1,1,0
288,288,4,0,0.6596468762669425,[0 1 2 3],[18 14 17  5],0,1,1,1,0
289,289,4,0,0.6548492352933721,[0 1 2 3],[18 14 17  5],0,1,1,1,0
290,290,3,0,0.6686973054551104,[0 1 2],[18 19 17],0,0,0,2,0
291,291,4,0,0.5687319469366368,[0 1 2 3],[13 19 17  5],0,1,0,2,0
292,292,3,0,0.647498011912794,[0 1 2],[18 19 17],0,0,0,2,0
293,293,3,1,0.6144535174910705,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
294,294,3,1,0.5800782071935744,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
295,295,3,1,0.507951621459897,[-1  0  1  2],[ 1 17 19 17],0,0,0,3,0
296,296,4,0,0.49215834593727054,[0 1 2 3],[18 19 10  7],0,1,1,1,0
297,297,4,0,0.4304594854018961,[0 1 2 3],[18 19 14  3],1,0,1,1,0
298,298,5,1,0.3778608381906333,[-1  0  1  2  3  4],[ 1 13 19 14  4  3],2,0,2,1,0
299,299,4,1,0.4545515010865128,[-1  0  1  2  3],[ 1 13 19 17  4],1,0,1,2,0
300,300,3,0,0.6083541140387034,[0 1 2],[18 19 17],0,0,0,2,0
301,301,3,1,0.44510775246918116,[-1  0  1  2],[ 1 17 19 17],0,0,0,3,0
302,302,4,1,0.3328316423136036,[-1  0  1  2  3],[ 1 15 18 17  3],1,0,1,2,0
303,303,4,0,0.4717109300204986,[0 1 2 3],[15 19 17  3],1,0,0,2,0
304,304,4,1,0.341623182846963,[-1  0  1  2  3],[ 1 15 18 17  3],1,0,1,2,0
305,305,3,0,0.5951720399266236,[0 1 2],[18 19 17],0,0,0,2,0
306,306,3,0,0.6022442229186148,[0 1 2],[18 19 17],0,0,0,2,0
307,307,3,0,0.6258524629032574,[0 1 2],[18 19 17],0,0,0,2,0
308,308,4,0,0.5090050056045092,[0 1 2 3],[ 6 19 17 12],0,0,1,2,0
309,309,3,0,0.6217365297743869,[0 1 2],[18 19 17],0,0,0,2,0
310,310,3,0,0.6072591427015122,[0 1 2],[18 19 17],0,0,0,2,0
311,311,3,1,0.3884689186901467,[-1  0  1  2],[ 1 17 19 17],0,0,0,3,0
312,312,3,0,0.6229527785678817,[0 1 2],[18 19 17],0,0,0,2,0
313,313,3,0,0.6413200004221419,[0 1 2],[18 19 17],0,0,0,2,0
314,314,4,0,0.4876282763819546,[0 1 2 3],[18 17 17  2],1,0,0,2,0
315,315,3,0,0.6079746257480407,[0 1 2],[18 19 17],0,0,0,2,0
316,316,3,0,0.604955433419085,[0 1 2],[18 19 17],0,0,0,2,0
317,317,3,0,0.608267747129918,[0 1 2],[18 19 17],0,0,0,2,0
318,318,3,0,0.6198276866502136,[0 1 2],[18 19 17],0,0,0,2,0
319,319,3,0,0.6251373869896951,[0 1 2],[18 19 17],0,0,0,2,0
320,320,4,0,0.497841448812572,[0 1 2 3],[18 19 13  4],1,0,1,1,0
321,321,6,0,0.2917226675831984,[0 1 2 3 4 5],[18 17  9  5  3  2],2,1,1,1,0
322,322,7,1,0.2366325143814652,[-1  0  1  2  3  4  5  6],[ 1 12 12 10  2  5  7  5],1,3,3,0,0
323,323,3,1,0.3922998545527039,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
324,324,4,2,0.4282972332870269,[-1  0  1  2  3],[ 2 17 19  9  7],0,1,1,2,0
325,325,5,2,0.29678261287518354,[-1  0  1  2  3  4],[ 2 18 17 12  3  2],2,0,1,2,0
326,326,3,2,0.44742050337275824,[-1  0  1  2],[ 2 18 19 15],0,0,1,2,0
327,327,4,0,0.5025939184481623,[0 1 2 3],[18 19 15  2],1,0,1,1,0
328,328,4,1,0.3784543005639917,[-1  0  1  2  3],[ 1 18 15 17  3],1,0,1,2,0
329,329,4,0,0.4812951537676813,[0 1 2 3],[18 19 15  2],1,0,1,1,0
330,330,4,1,0.26830348614434407,[-1  0  1  2  3],[ 1 18 18 15  2],1,0,1,2,0
331,331,4,1,0.33552403318091684,[-1  0  1  2  3],[ 1 17 19 15  2],1,0,1,2,0
332,332,3,1,0.42952430530830427,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
333,333,3,0,0.664018007097509,[0 1 2],[18 19 17],0,0,0,2,0
334,334,4,1,0.3005775470543584,[-1  0  1  2  3],[ 1  2 19 16 16],1,0,0,3,0
335,335,7,0,0.20368511883007465,[0 1 2 3 4 5 6],[ 2 12 13  7 16  2  2],2,1,2,1,0
336,336,5,2,0.27868983884392484,[-1  0  1  2  3  4],[ 2  3 15 16 14  4],2,0,2,1,0
337,337,4,1,0.4327049996695939,[-1  0  1  2  3],[ 1 10 19 16  8],0,1,1,2,0
338,338,4,3,0.44279194452378917,[-1  0  1  2  3],[ 3 18 19  5  9],0,1,1,2,0
339,339,3,0,0.5883534420730134,[0 1 2],[18 19 17],0,0,0,2,0
340,340,4,1,0.4322960860645666,[-1  0  1  2  3],[ 1 18 19  3 13],1,0,1,2,0
341,341,5,0,0.49962919876852313,[0 1 2 3 4],[18 19  4 11  2],2,0,1,1,0
342,342,4,1,0.3592085304062894,[-1  0  1  2  3],[ 1 18 19  4 12],1,0,1,2,0
343,343,2,0,0.5262094412576189,[0 1],[35 19],0,0,0,1,0
344,344,2,0,0.5760240428413566,[0 1],[35 19],0,0,0,1,0
345,345,3,0,0.6237014474608307,[0 1 2],[18 19 17],0,0,0,2,0
346,346,3,1,0.6216967175199256,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
347,347,5,3,0.355958571525964,[-1  0  1  2  3  4],[ 3 17 10  5 11  8],0,2,2,1,0
348,348,4,1,0.24840720218685916,[-1  0  1  2  3],[ 1 17  2 17 17],1,0,0,3,0
349,349,3,0,0.6363342748335596,[0 1 2],[18 19 17],0,0,0,2,0
350,350,4,4,0.40794319211204216,[-1  0  1  2  3],[ 4 17 11 16  6],0,1,1,2,0
351,351,4,2,0.4124870734064512,[-1  0  1  2  3],[ 2 18  6 12 16],0,1,1,2,0
352,352,5,4,0.2514867901127618,[-1  0  1  2  3  4],[ 4  2 17 11  5 15],1,1,2,1,0
353,353,4,3,0.30162968270984447,[-1  0  1  2  3],[ 3  2 17 16 16],1,0,0,3,0
354,354,8,4,0.18444021736923077,[-1  0  1  2  3  4  5  6  7],[ 4  2  2 11 11  3  3 16  2],5,0,2,1,0
355,355,7,4,0.3440810884098856,[-1  0  1  2  3  4  5  6],[ 4 17  2  9 12  3  3  4],4,0,2,1,0
356,356,7,3,0.2133269518968938,[-1  0  1  2  3  4  5  6],[ 3  2  2  9 12  3  7 16],3,1,2,1,0
357,357,6,1,0.22263022145040312,[-1  0  1  2  3  4  5],[ 1  2 10  9 13  3 16],2,0,3,1,0
358,358,4,2,0.39634846102501187,[-1  0  1  2  3],[ 2 17  9  9 17],0,0,2,2,0
359,359,4,0,0.4334826831953606,[0 1 2 3],[18 10  9 17],0,0,2,1,0
360,360,5,1,0.2611059961265631,[-1  0  1  2  3  4],[ 1 18  9  9 13  4],1,0,3,1,0
361,361,5,1,0.23975224673213408,[-1  0  1  2  3  4],[ 1 18 11  6 16  2],1,1,1,2,0
362,362,7,1,0.3319815657216182,[-1  0  1  2  3  4  5  6],[ 1 18 10  5  4  4  8  4],3,2,1,1,0
363,363,4,1,0.42915725599094123,[-1  0  1  2  3],[ 1  3 18 17 15],1,0,1,2,0
364,364,6,3,0.22677779290526437,[-1  0  1  2  3  4  5],[ 3  3  9  8 12  4 15],2,1,3,0,0
365,365,5,4,0.3672788213022744,[-1  0  1  2  3  4],[ 4  3  8  8 16 15],1,2,1,1,0
366,366,6,2,0.3749473185401958,[-1  0  1  2  3  4  5],[ 2  3  9  2 16  7 15],2,1,2,1,0
367,367,5,1,0.4104592734234218,[-1  0  1  2  3  4],[ 1 18  9  2 16  8],1,1,1,2,0
368,368,4,1,0.5162558191463718,[-1  0  1  2  3],[ 1 18 13 17  5],0,1,1,2,0
369,369,5,2,0.32569931056304546,[-1  0  1  2  3  4],[ 2  2 18 13  3 16],2,0,1,2,0
370,370,4,1,0.49277599679148415,[-1  0  1  2  3],[ 1 18 18 12  5],0,1,1,2,0
371,371,7,0,0.28281652977179667,[0 1 2 3 4 5 6],[ 4 14  3  5  9  5 14],1,2,3,0,0
372,372,8,3,0.21417773893405934,[-1  0  1  2  3  4  5  6  7],[ 3 16 11  4  2  2  9  5  2],4,1,2,1,0
373,373,6,1,0.16779632473980677,[-1  0  1  2  3  4  5],[ 1  2 13  8  9  5 16],1,2,2,1,0
374,374,3,0,0.6591752878265562,[0 1 2],[18 19 17],0,0,0,2,0
375,375,3,0,0.6510014429724228,[0 1 2],[18 19 17],0,0,0,2,0
376,376,3,0,0.6569489649270686,[0 1 2],[18 19 17],0,0,0,2,0
377,377,3,1,0.6318035896191789,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
378,378,6,0,0.42844490687275466,[0 1 2 3 4 5],[16  2  7  2 10 17],2,1,1,1,0
379,379,8,0,0.2845271315565022,[0 1 2 3 4 5 6 7],[16  2 12  3  4 13  2  2],5,0,2,0,0
380,380,4,1,0.6570884769249987,[-1  0  1  2  3],[ 1 18 16 16  3],1,0,0,3,0
381,381,3,1,0.640556828921323,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
382,382,4,2,0.46356522926298854,[-1  0  1  2  3],[ 2  2 19 17 14],1,0,1,2,0
383,383,4,1,0.6372941374448565,[-1  0  1  2  3],[ 1 18 16 17  2],1,0,0,3,0
384,384,5,1,0.5311373588608908,[-1  0  1  2  3  4],[ 1 17 15  2 17  2],2,0,1,2,0
385,385,5,1,0.42022295156833595,[-1  0  1  2  3  4],[ 1 17 13  3 17  3],2,0,1,2,0
386,386,4,0,0.6654330422620567,[0 1 2 3],[18 16 17  3],1,0,0,2,0
387,387,4,1,0.6421034871290671,[-1  0  1  2  3],[ 1 18 16 17  2],1,0,0,3,0
388,388,3,2,0.6516227834114394,[-1  0  1  2],[ 2 18 17 17],0,0,0,3,0
389,389,4,1,0.6473770820369694,[-1  0  1  2  3],[ 1 18 17 16  2],1,0,0,3,0
390,390,5,0,0.6722170112907397,[0 1 2 3 4],[18 16  8  9  3],1,1,1,1,0
391,391,6,0,0.6064934724010171,[0 1 2 3 4 5],[18 16  7  2  8  3],2,2,0,1,0
392,392,5,0,0.6883338804941298,[0 1 2 3 4],[18 12  7 13  4],1,1,2,0,0
393,393,5,0,0.6874903678579203,[0 1 2 3 4],[18 14 11  6  5],0,2,2,0,0
394,394,5,1,0.6208333454265357,[-1  0  1  2  3  4],[ 1 18 16  5 11  3],1,1,1,2,0
395,395,4,1,0.6105079214130578,[-1  0  1  2  3],[ 1 18 19  5 11],0,1,1,2,0
396,396,7,0,0.4948885592246888,[0 1 2 3 4 5 6],[14  4 19  2  2  3 10],4,0,1,1,0
397,397,4,0,0.7031377041224741,[0 1 2 3],[18 19 13  4],1,0,1,1,0
398,398,4,0,0.6966758425342507,[0 1 2 3],[18 19 14  3],1,0,1,1,0
399,399,5,0,0.6687308106601917,[0 1 2 3 4],[18 19  2  5 10],1,1,1,1,0
400,400,5,0,0.5118025954131782,[0 1 2 3 4],[16 19 15  2  2],2,0,1,1,0
401,401,3,0,0.6908184370738047,[0 1 2],[18 19 17],0,0,0,2,0
402,402,3,0,0.6914580089425778,[0 1 2],[18 19 17],0,0,0,2,0
403,403,4,0,0.5650681462389213,[0 1 2 3],[ 7 19 17 11],0,0,1,2,0
404,404,3,0,0.6647122336310785,[0 1 2],[18 19 17],0,0,0,2,0
405,405,3,0,0.6614833483260871,[0 1 2],[18 19 17],0,0,0,2,0
406,406,3,0,0.6558502939646225,[0 1 2],[18 19 17],0,0,0,2,0
407,407,3,2,0.5283298567570403,[-1  0  1  2],[ 2 17 19 16],0,0,0,3,0
408,408,3,1,0.4544404641749702,[-1  0  1  2],[ 1 17 19 17],0,0,0,3,0
409,409,3,1,0.4514668568250382,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
410,410,3,0,0.6329108340452108,[0 1 2],[18 19 17],0,0,0,2,0
411,411,3,0,0.5941913041130193,[0 1 2],[18 19 17],0,0,0,2,0
412,412,4,0,0.5124090177929469,[0 1 2 3],[10  8 19 17],0,1,0,2,0
413,413,4,0,0.5143868465076444,[0 1 2 3],[14  4 19 17],1,0,0,2,0
414,414,4,1,0.4064066540330915,[-1  0  1  2  3],[ 1 15 19 17  2],1,0,1,2,0
415,415,3,0,0.6350336249184098,[0 1 2],[18 19 17],0,0,0,2,0
416,416,5,0,0.5449142865288729,[0 1 2 3 4],[13  5 17 17  2],1,1,0,2,0
417,417,4,0,0.6285804405590979,[0 1 2 3],[18 17 17  2],1,0,0,2,0
418,418,4,0,0.6299689830087725,[0 1 2 3],[18 17 17  2],1,0,0,2,0
419,419,4,1,0.6175513127803888,[-1  0  1  2  3],[ 1 18 16 17  2],1,0,0,3,0
420,420,4,0,0.644998239532615,[0 1 2 3],[18 17 17  2],1,0,0,2,0
421,421,4,0,0.6554305883912215,[0 1 2 3],[18 17 17  2],1,0,0,2,0
422,422,4,0,0.66101774849698,[0 1 2 3],[18 11  8 17],0,1,1,1,0
423,423,5,0,0.6866691310908726,[0 1 2 3 4],[18  7 12 15  2],1,1,2,0,0
424,424,5,1,0.6356584559375437,[-1  0  1  2  3  4],[ 1 18  7 12 11  5],0,2,2,1,0
425,425,5,0,0.6843799296488995,[0 1 2 3 4],[18 13  6 11  6],0,2,2,0,0
426,426,5,1,0.6394249750576397,[-1  0  1  2  3  4],[ 1 18 15  3 13  4],2,0,2,1,0
427,427,5,0,0.670298674119617,[0 1 2 3 4],[18 14  5 11  6],0,2,2,0,0
428,428,5,1,0.6237832470372138,[-1  0  1  2  3  4],[ 1 18 17  2 14  2],2,0,1,2,0
429,429,5,1,0.6523478561187384,[-1  0  1  2  3  4],[ 1 18 14  5 14  2],1,1,2,1,0
430,430,6,0,0.6589464895691683,[0 1 2 3 4 5],[18 11  8 12  3  2],2,1,2,0,0
431,431,5,1,0.6168002500195604,[-1  0  1  2  3  4],[ 1 18 13  6  6 10],0,2,2,1,0
432,432,4,4,0.44600644672158973,[-1  0  1  2  3],[ 4 16 18 14  2],1,0,1,2,0
433,433,4,4,0.6739764606744869,[-1  0  1  2  3],[ 4 18 16  3 13],1,0,1,2,0
434,434,5,1,0.6417075423276257,[-1  0  1  2  3  4],[ 1 18 15  4 14  2],2,0,2,1,0
435,435,7,1,0.6113745065533522,[-1  0  1  2  3  4  5  6],[ 1 18 13  4  4  2 10  2],4,0,2,1,0
436,436,4,3,0.6898642003703279,[-1  0  1  2  3],[ 3 18 10  9 14],0,0,3,1,0
437,437,5,3,0.6451715266950041,[-1  0  1  2  3  4],[ 3 18 11  8 11  3],1,1,2,1,0
438,438,5,2,0.640454351963281,[-1  0  1  2  3  4],[ 2 18 11  8 13  2],1,1,2,1,0
439,439,5,2,0.6498680478652525,[-1  0  1  2  3  4],[ 2 18 11  8 13  2],1,1,2,1,0
440,440,5,1,0.6842399906495081,[-1  0  1  2  3  4],[ 1 18  9 10 13  3],1,0,3,1,0
441,441,3,3,0.6380126120476745,[-1  0  1  2],[ 3 18 17 16],0,0,0,3,0
442,442,5,1,0.661715894696819,[-1  0  1  2  3  4],[ 1 18 16  3 12  4],2,0,1,2,0
443,443,4,3,0.6182520602573002,[-1  0  1  2  3],[ 3 18 18  2 13],1,0,1,2,0
444,444,4,1,0.6609631523597033,[-1  0  1  2  3],[ 1 18 19  3 13],1,0,1,2,0
445,445,4,1,0.6726949422912802,[-1  0  1  2  3],[ 1 18 19  3 13],1,0,1,2,0
446,446,3,4,0.6217586528019402,[-1  0  1  2],[ 4 18 18 14],0,0,1,2,0
447,447,5,1,0.6754361288850516,[-1  0  1  2  3  4],[ 1 18 14  5  4 12],1,1,2,1,0
448,448,5,1,0.665818842680003,[-1  0  1  2  3  4],[ 1 18 15  4 11  5],1,1,2,1,0
449,449,5,1,0.66227636852743,[-1  0  1  2  3  4],[ 1 18 15  4 12  4],2,0,2,1,0
450,450,4,2,0.6438176888302479,[-1  0  1  2  3],[ 2 18 16  3 15],1,0,1,2,0
451,451,4,1,0.6855507379151621,[-1  0  1  2  3],[ 1 18 19 13  3],1,0,1,2,0
452,452,3,3,0.643691075553386,[-1  0  1  2],[ 3 18 18 15],0,0,1,2,0
453,453,4,2,0.6416315293447329,[-1  0  1  2  3],[ 2 18 18 13  3],1,0,1,2,0
454,454,4,2,0.6449095191770973,[-1  0  1  2  3],[ 2 18 18 14  2],1,0,1,2,0
455,455,5,1,0.6526886370565129,[-1  0  1  2  3  4],[ 1 18 14  5 10  6],0,2,2,1,0
456,456,5,1,0.6463093642767632,[-1  0  1  2  3  4],[ 1 18 11  8 12  4],1,1,2,1,0
457,457,5,1,0.6502195430093168,[-1  0  1  2  3  4],[ 1 18 13  6 12  4],1,1,2,1,0
458,458,5,1,0.626051868129887,[-1  0  1  2  3  4],[ 1 18 14  5  8  8],0,3,1,1,0
459,459,5,1,0.6429380018925386,[-1  0  1  2  3  4],[ 1 18  8 11 11  5],0,2,2,1,0
460,460,5,2,0.6311856266798094,[-1  0  1  2  3  4],[ 2 18  9  9 11  5],0,1,3,1,0
461,461,5,1,0.6405025167049225,[-1  0  1  2  3  4],[ 1 18  9 10 10  6],0,1,3,1,0
462,462,5,0,0.6930596832608418,[0 1 2 3 4],[18 11  8 11  6],0,2,2,0,0
463,463,4,0,0.6784155708963799,[0 1 2 3],[18  8 11 17],0,1,1,1,0
464,464,4,1,0.6634481326165648,[-1  0  1  2  3],[ 1 18  8 11 16],0,1,1,2,0
465,465,4,1,0.4805665104612302,[-1  0  1  2  3],[ 1 18  5 14 16],0,1,1,2,0
466,466,4,1,0.5083076304858024,[-1  0  1  2  3],[ 1 17  8 11 17],0,1,1,2,0
467,467,4,0,0.6676811231931735,[0 1 2 3],[18  9 10 17],0,0,2,1,0
468,468,4,0,0.6679033824386633,[0 1 2 3],[18 10  9 17],0,0,2,1,0
469,469,4,1,0.660701373371343,[-1  0  1  2  3],[ 1 18 10  9 16],0,0,2,2,0
470,470,4,0,0.672919432138596,[0 1 2 3],[18  9 10 17],0,0,2,1,0
471,471,4,0,0.6545266238142673,[0 1 2 3],[18 12 17  7],0,1,1,1,0
472,472,4,0,0.6461053411325003,[0 1 2 3],[18  7 12 17],0,1,1,1,0
473,473,4,1,0.611066210869929,[-1  0  1  2  3],[ 1 18  9 10 16],0,0,2,2,0
474,474,4,0,0.6395767082642116,[0 1 2 3],[18  9 10 17],0,0,2,1,0
475,475,4,0,0.6339128849729557,[0 1 2 3],[18  2 17 17],1,0,0,2,0
476,476,4,1,0.4909461981558221,[-1  0  1  2  3],[ 1 18  6 13 16],0,1,1,2,0
477,477,4,1,0.5152752844302875,[-1  0  1  2  3],[ 1 18  5 14 16],0,1,1,2,0
478,478,4,1,0.6318154733998613,[-1  0  1  2  3],[ 1 18  4 15 16],1,0,1,2,0
479,479,3,1,0.6130014652679107,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
480,480,3,1,0.46730387918821387,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
481,481,3,0,0.6427201592193286,[0 1 2],[18 19 17],0,0,0,2,0
482,482,3,1,0.46328239219923767,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
483,483,3,2,0.5870683490054424,[-1  0  1  2],[ 2 18 18 16],0,0,0,3,0
484,484,3,1,0.6144653982592015,[-1  0  1  2],[ 1 18 18 17],0,0,0,3,0
485,485,3,2,0.5623903787249004,[-1  0  1  2],[ 2 17 19 16],0,0,0,3,0
486,486,3,3,0.5825898995977817,[-1  0  1  2],[ 3 17 19 15],0,0,1,2,0
487,487,3,2,0.5017336548762175,[-1  0  1  2],[ 2 16 19 17],0,0,0,3,0
488,488,3,1,0.6151843046974742,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
489,489,4,1,0.5013213379669975,[-1  0  1  2  3],[ 1 18 19 14  2],1,0,1,2,0
490,490,4,1,0.46342468097010725,[-1  0  1  2  3],[ 1 18 19 14  2],1,0,1,2,0
491,491,4,0,0.6113269476348054,[0 1 2 3],[18 19 14  3],1,0,1,1,0
492,492,4,0,0.6166219438535122,[0 1 2 3],[18 19 15  2],1,0,1,1,0
493,493,4,1,0.6004648246600289,[-1  0  1  2  3],[ 1 18 19 14  2],1,0,1,2,0
494,494,3,1,0.5945735443262058,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
495,495,4,2,0.4122074746105881,[-1  0  1  2  3],[ 2 18 17 15  2],1,0,1,2,0
496,496,3,1,0.41569110398713044,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
497,497,3,1,0.4974515136592181,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
498,498,3,1,0.4944042515149629,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
499,499,3,1,0.4864914926025331,[-1  0  1  2],[ 1 18 19 16],0,0,0,3,0
